# Upcoming Events	Title	URL	City	Phone	Address	Metro ID	Metro Title
7	Trepany House at Steve Allen Theater	http://trepanyhouse.org	Los Angeles		4773 Hollywood Blvd	30	Los Angeles
7	The Pasadena Civic	http://www.thepasadenacivic.com/	Pasadena	(626) 449-7360	300 East Green Street	30	Los Angeles
7	Chef JJ's - Downtown	http://chefjjs.com/downtown.html	Indianapolis	317-602-3828	42 W South St	42	Indianapolis
7	Space Ibiza NY		New York		637 West 50th Street 	10	NYC
7	Sambuca	http://www.sambucarestaurant.com	Nashville	(615) 248-2888	601 12th Avenue South	24	Nashville
7	PEPSI CENTER	http://www.pepsicenterwtc.com/	Ciudad de México		Arizona 28, Col. Nápoles	44	la Ciudad de México
7	Bikinis Sports Bar & Grill (Sixth Street)	http://www.bikinissportsbarandgrill.com/	Austin	512-469-0001	214 E. 6th Street	1	Austin
7	Lobero Theatre	http://www.lobero.com/	Santa Barbara	805-963-0761	33 East Canon Perdido Street	30	Los Angeles
7	Hammerstein Ballroom	http://www.mcstudios.com/mc-studio-events/the-hammerstein.php	New York	212.279.7740	311 West 34th Street	10	NYC
7	Crave	http://cravetexas.com/	Austin	512.469.0000	340 E. 2nd St	1	Austin
7	Lüke	http://www.lukesanantonio.com/	San Antonio	(210) 227-5853	125 E Houston St	2	San Antonio
7	Club Bahia	http://www.bahialive.com	Los Angeles		1130 W. Sunset Blvd.	30	Los Angeles
7	Baryshnikov Arts Center	http://www.bacnyc.org/	New York		450 West 37th Street	10	NYC
7	Secret Location		New York		Secret Location	10	NYC
7	Taproom Pub & Grub	http://taproomsanmarcos.com/	San Marcos	512-392-9824 	129 E. Hopkins St. Suite 120 	1	Austin
7	The Liberty	http://www.thelibertyaustin.com/	Austin	(512) 600-4791	1618 1/2 E. 6th St.	1	Austin
7	Hops and Crafts 	http://www.hopscrafts.com/	Nashville 	(615) 678-8631	319 12th Ave S	24	Nashville
7	Beyond the Edge	http://www.beyondtheedge.net/	Nashville	(615) 226-3343	112 S 11th St	24	Nashville
7	The Common Table	http://thecommontable.com/	Dallas	(214) 880-7414	2917 Fairmount St.	11	Dallas / Ft. Worth
7	Tennessee Theatre						
7	Cardinals Nation					36	St. Louis
7	1-2-3-4 Go! Records	http://www.1234gorecords.com/	Oakland	510-985-0325	420 40th Street, Suite #5	18	The Bay Area
7	Liberty Tavern	http://www.libertytavernaustin.com	Austin	512-482-8000	500 East 4th ST	1	Austin
7	The Cock & Bull					11	Dallas / Ft. Worth
7	Mrs. Fish		Los Angeles		448 S Hill St	30	Los Angeles
7	Freeman Coliseum	http://www.freemancoliseum.com/?page_id=544				2	San Antonio
7	Out of the Blue Too Art Gallery & More	http://outoftheblueartgallery.com/	Cambridge	(617) 354-5287	541 Massachusetts Ave	25	Boston
7	Gator’s Croc and Rock					11	Dallas / Ft. Worth
7	Federal Bar Long Beach	http://www.thefederalbar.com/	Long Beach		102 Pine Ave	30	Los Angeles
7	Teatro Arlequín	http://teatroarlequin.mx/	Ciudad de México	55 5546 9759	Calle Villalongin 22, Cuauhtémoc	44	la Ciudad de México
7	MeX Theater	http://www.kentuckycenter.org/AboutUs/MeX?sMenu=AboutUs	Louisville	502-562-0142	501 West Main Street	47	Louisville
7	JED'S SPORTS BAR AND GRILLE	http://www.jedsnashville.com		(615) 320-4399	114 28th Ave N, Nashville, TN 37203	24	Nashville
7	Northern Quarter	http://www.northernquarter.ca/	Victoria	(250) 590-7702	1724 Douglas Street	50	Victoria
7	Mark Taper Forum	http://www.centertheatregroup.org/taper	Los Angeles	(213) 972-7353	135 North Grand Avenue	30	Los Angeles
7	The Liquor Store	http://www.theliquorstorepdx.com/	Portland	(503) 754-7782	3341 SE Belmont	19	Portland
7	Mayne Stage	http://www.maynestage.com/Default.aspx	Chicago	866-468-3401	1328 Morse Ave.	3	Chicago
7	At&t Stadium	http://stadium.dallascowboys.com/	Arlington	(817) 892-4161	One AT&T Way	11	Dallas / Ft. Worth
7	Smoke					11	Dallas / Ft. Worth
7	Steel Restaurant & Lounge					11	Dallas / Ft. Worth
7	Morton’s					11	Dallas / Ft. Worth
7	FirstMerit Bank Pavilion at Northerly Island	http://www.livenation.com/venue/charter-one-pavilion-at-northerly-island-tickets	Chicago	(312) 540-2668	1300 S. Lynn White Dr.	3	Chicago
7	Riverside Village Pub			(615) 942-5880	1308 MaGavock Pike	24	Nashville
7	Livestream Public	http://www.livestream.nyc/	Brooklyn	+1 646-762-5999	195 Morgan Ave	10	NYC
7	Web House	http://webhousecafe.com/	San Antonio	210-531-0100	320 Blanco Rd	2	San Antonio
7	Radio Coffee & Beer	http://radiocoffeeandbeer.com/	Austin	(512) 394-7844	4204 Manchaca Road	1	Austin
7	Blue Star Brewing Company	http://www.bluestarbrewing.com/	San Antonio	(210) 212-5506	1414 S. Alamo St, Ste 105	2	San Antonio
7	SAN FERNANDO CATHEDRAL		San Antonio	(210) 227-1297	115 W. Main Plaza  	2	San Antonio
7	Continental Avenue Bridge	http://dallascontinentalbridge.com/	Dallas	(214) 671-9500	109 Continental Ave	11	Dallas / Ft. Worth
7	Emporium Arcade Bar - Lake County	http://emporiumchicago.com/	Lake County	(847) 947-8541	275 Parkway Dr #311	3	Chicago
7	Vickery Park	http://vickeryparkbar.com/	Dallas	(214) 827-1432	2810 N Henderson Ave	11	Dallas / Ft. Worth
7	Sherlock's Baker St. Pub & Grill					2	San Antonio
7	Emily Carr University of Art + Design	https://www.ecuad.ca/	Vancouver	604-844-3800	1399 Johnston St	32	Vancouver
7	Q.E.D. - A Place to Show & Tell	http://qedastoria.com	Astoria	347.451.3873	27-16 23rd Avenue 	10	NYC
7	Word Bookstores Jersey City					10	NYC
7	Garfield Park - Arts Center and MacAllister Amphitheatre	http://garfieldgardensconservatory.org/	Indianapolis	317-327-7053	2432 Conservatory Dr.	42	Indianapolis
7	Fubar	http://www.fubarla.com/	West Hollywood	(323) 654-0396	7994 Santa Monica Blvd.	30	Los Angeles
7	Claude & Annie's - Fishers	http://www.claudeandanniesfishers.com/	Fishers	317-774-8124	9251 East 141st Street	42	Indianapolis
7	Military Park @ White River State Park	http://www.inwhiteriver.com/attractions/historic-military-park-2/	Indianapolis	317-884-4001	100 N West St	42	Indianapolis
7	Village Burger Bar	http://www.villageburgerbar.com/	Dallas	(214) 443-9998	3699 McKinney Avenue	11	Dallas / Ft. Worth
7	The Slider House	http://www.thesliderhouse.com	Nashville	615-401-9863	1907 Division St	24	Nashville
7	Railyard Bar & Grill	http://railyardbarandgrill.com/	San Marcos	512-392-7555	116 S Edward Gary	1	Austin
7	Clifton Center	http://cliftoncenter.org	Louisville	502.896.8480	2117 Payne Street	47	Louisville
7	Goodall’s Kitchen & Bar	http://goodallskitchen.com/	Austin	512-495-1800	1900 Rio Grande	1	Austin
7	Bellarmine University	http://www.bellarmine.edu/cas/art/exhibitschedule/	Louisville	502.272.8131	2001 Newburg Road	47	Louisville
7	SPiN New York	http://newyork.spingalactic.com/	New York		48 E. 23rd St.	10	NYC
7	Scaffidi's Hideout	http://scaffidishideout.com	Milwaukee	(414) 273-1665 	1837 North Humboldt Avenue 	6	Milwaukee
7	Comedy Sportz	http://indycomedysportz.com/	Indianapolis	317-951-8499	721 Mass Ave.	42	Indianapolis
7	 FREEHOLD		BROOKLYN 		45 SOUTH 3RD STREET	10	NYC
7	Easley Winery	http://www.easleywinery.com/	Indianapolis	317-636-4516	205 North College Avenue	42	Indianapolis
7	The Tavern	http://www.tavernaustin.com	Austin	512-320-8377	922 West 12th St	1	Austin
7	Opal Divine's Penn Field	http://www.opaldivines.com/	Austin	(512) 707-0237	3601 S Congress Ave	1	Austin
7	Shoreline Amphitheatre	http://www.theshorelineamphitheatre.com/	Mountain View	(650) 967-3000 	1 Amphitheatre Parkway	18	The Bay Area
7	Union Brewing Company	http://www.unionbrewingco.com/	Carmel	317-657-7338	622 S Rangeline Rd, Suite Q	42	Indianapolis
7	Nobu	http://www.noburestaurants.com/dallas/experience/	Dallas	(214) 252-7000	400 Crescent Ct	11	Dallas / Ft. Worth
7	Concordia Turner Hall		St. Louis		6432 Gravois Ave	36	St. Louis
7	Grove Haus		Indianapolis		1001 Hosbrook St	42	Indianapolis
6	VIVO	http://www.vivomediaarts.com/	Vancouver	604.872.8337	2625 Kaslo St	32	Vancouver
6	The Pleasure Chest New York					10	NYC
6	Pacific Coliseum	http://www.pne.ca/venuerentals/pacific-coliseum.html	Vancouver	(604) 253-2311	100 N. Renfrew Street	32	Vancouver
6	Nippers Grill & Tap	http://www.nippers2.com/	Carmel	317-818-9980	1772 E. 116th St.	42	Indianapolis
6	Repertory Theater - St. Louis	http://www.repstl.org 	St. Louis		130 Edgar Road	36	St. Louis
6	Big Rock Urban Brewery & Eatery	http://bigrockurban.com/	Vancouver	(604) 708-8311	310 West 4th Avenue	32	Vancouver
6	Citizens Business Bank Arena		Ontario		4000 E. Ontario Center Parkway	30	Los Angeles
6	The Boxcar		Vancouver	(778) 918-3671	917 Main Street	32	Vancouver
6	The Flying Pig - Yaletown	http://theflyingpigvan.com/	Vancouver	(604) 568-1344	1168 Hamilton Street	32	Vancouver
6	Cured at Pearl	http://www.curedatpearl.com/	San Antonio 	(210) 314-3929	306 Pearl Pkwy	2	San Antonio
6	Iroquois Amphitheater	http://iroquoisamphitheater.com	Louisville	502-368-5865	1080 Amphitheater Road	47	Louisville
6	The Flying Pig - Gastown	http://theflyingpigvan.com/	Vancouver	(604) 559-7968	102 Water Street	32	Vancouver
6	Whiskey Girl Saloon		Fort Worth	(817) 945-2055	2413 Ellis Ave	11	Dallas / Ft. Worth
6	Greg's	http://www.gregsindiana.com/	Indianapolis	317-638-8138	231 E 16th St	42	Indianapolis
6	Opal Divine's Marina	http://www.opaldivines.com/marina/index.html	Austin	512-733-5353	12709 N Mopac 	1	Austin
6	Treff's Tavern		San Marcos	(512) 353-159	804 Chestnut St # D	1	Austin
6	Barton Springs Saloon	http://www.bartonspringssaloon.com	Austin	512-482-9673	424 South Lamar	1	Austin
6	Curb Event Center	http://www.belmont.edu/curbeventcenter/	Nashville	(615) 460-8500	2002 Belmont Boulevard	24	Nashville
6	Trio at the Four Seasons Hotel	http://www.triorestaurantaustin.com/	Austin	(512) 478-4500	98 San Jacinto Boulevard	1	Austin
6	White River Amphitheater		Auburn	3608256200	40601 Aurburn Enumclaw Road	9	Seattle
6	Juniper Tar	http://juniper-tar.com/	San Antonio	(210) 229-1833	244 W Houston St.	2	San Antonio
6	Sherwood Forest Faire	 http://www.sherwoodforestfaire.com	McDade	512 222 6680	1883 Old Hwy 20	1	Austin
6	Chapel Performance Space at Good Shepherd Center	http://chapelspace.blogspot.com/	Seattle		4649 Sunnyside Ave N, 4th Floor	9	Seattle
6	At&t Performing Arts Center	http://www.attpac.org	Dallas	(214) 880-0202	2403 Flora St	11	Dallas / Ft. Worth
6	Taco Flats	http://tacoflats.com/	Austin	512.284.8352	5520 Burnet Road Suite 101	1	Austin
6	Irvington Historical Society & Bona Thompson Memorial Center	http://www.irvingtonhistorical.org/	Indianapolis	317-353-2662	5350 E University Ave	42	Indianapolis
6	Joyful Noise	http://www.joyfulnoiserecordings.com	Indianapolis	317-268-8415	1043 Virginia Ave. Unit 304	42	Indianapolis
6	South Side Music Hall	http://gilleysdallas.com/venues/south-side-music-hall/	Dallas	(214) 421-2021	1135 S. Lamar Street	11	Dallas / Ft. Worth
6	3 Crow Bar	http://www.3crowbar.com/	Nashville	(615) 262-3345	1024 Woodland St	24	Nashville
6	Conservatorio Nacional de Música	http://sic.conaculta.gob.mx/ficha.php?table=centro_educacion&table_id=4	Ciudad de México	55 5280 6347	Presidente Masaryk 582, Polanco	44	la Ciudad de México
6	Muchmore's		Brooklyn		2 Havemeyer Street	10	NYC
6	Theater at the Fort		Indianapolis		8920 Otis Avenue	42	Indianapolis
6	Eisemann Center	http://www.eisemanncenter.com/	Richardson	(972) 744-4650 	2351 Performance Dr	11	Dallas / Ft. Worth
6	The Old Monk	http://www.oldmonkdallas.com/	Dallas	214-821-1880	5014 Vickery Blvd	11	Dallas / Ft. Worth
6	Quarter Bar					11	Dallas / Ft. Worth
6	The Church	http://www.thechurchdallas.com	Dallas	(214) 826-4769	2424 Swiss Ave	11	Dallas / Ft. Worth
6	The Chef's Academy	http://www.thechefsacademy.com/	Indianapolis	317-656-4899	644 East Washington Street	42	Indianapolis
6	SeaWorld San Antonio	http://seaworldparks.com/en/seaworld-sanantonio/	San Antonio 	(210) 523-3000	10500 Sea World Dr,	2	San Antonio
6	The Poetry Center (at SFSU)	http://www.sfsu.edu/~poetry	San Francisco	415-338-2227	1600 Holloway Avenue	18	The Bay Area
6	Murphy Center					24	Nashville
6	Howards in Soulard					36	St. Louis
6	Uchiko	http://uchikoaustin.com/	Austin	(512) 916-4808	4200 N Lamar Blvd. Ste 140	1	Austin
6	Piranha Killer Sushi 	http://www.piranhakillersushi.com/	Austin	512.473.8775	207 San Jacinto Blvd #202	1	Austin
6	Dragonfly at Hotel Zaza					11	Dallas / Ft. Worth
6	Gloria’s (Oakcliff location only)					11	Dallas / Ft. Worth
6	ROOF on The Wit	http://www.roofonthewit.com/	Chicago	(312) 239-9501	201 N. State St. 	3	Chicago
6	Distrikt 	http://www.strathconahotel.com/Distrikt.aspx	Victoria	(250) 383-7137	919 Douglas Street	50	Victoria
6	Georgia Street	http://www.georgiastreetindy.com/	Indianapolis	317-237-2222	30 East Georgia Street	42	Indianapolis
6	Vancouver Art & Leisure	http://artandleisure.ca/	Vancouver		1965 Main Street	32	Vancouver
6	WONDERLAND AUSTIN		AUSTIN 		1104 E. 6TH STREET 	1	Austin
6	Wild Salsa		Dallas	(214) 741-9453	1800 Main S	11	Dallas / Ft. Worth
6	Quest ATX	http://questatx.com/	Austin	512-298-9370	10815 FM 1625	1	Austin
6	Downtown Olly's		Indianapolis	317-636-5597	822 N Illinois St 	42	Indianapolis
6	Soldier Field	http://www.soldierfield.net/	Chicago	312.235.7000	1410 S. Museum Campus Dr.	3	Chicago
6	evilOlive	http://www.evil-olive.com	Chicago	(773) 235-9100	1551 West Division Street	3	Chicago
6	Presentation House Theatre	http://www.phtheatre.org/	North Vancouver	(604) 990-3473	333 Chesterfield Avenue	32	Vancouver
6	Portland Asylum	http://www.portlandasylum.com/	Portland		121 Center Street	25	Boston
6	Buzz Mill	http://buzzmillcoffee.com	Austin 	512-912-9221	1505 Town Creek Dr. 	1	Austin
6	Flames	http://www.flameseatery.com/	San Jose	408-971-1960	88 South Fourth Street	18	The Bay Area
6	Saint Felix	http://saintfelix.net/	West Hollywood	310-275-4428	8945 Santa Monica Blvd.	30	Los Angeles
6	832 State St					36	St. Louis
6	Blue Hills Bank Pavilion	http://www.ticketmaster.com/Blue-Hills-Bank-Pavilion-tickets-Boston/venue/8310	Boston		290 Northern Avenue	25	Boston
6	The Gaslight Theater	http://www.gaslighttheater.net/	St Louis	(314) 458-2978	 358 N Boyle Ave	36	St. Louis
6	Harvey's Comedy Club	http://https://www.harveyscomedyclub.com/	Portland	(503) 241-0338	436 NW 6th Ave	19	Portland
6	Art Gallery of Ontario	http://www.ago.net/	Toronto	416-979-6648	317 Dundas Street West	29	Toronto
6	Rebar	http://rebarnashville.com/	Nashville		1919 Division St. 	24	Nashville
6	Outliers Brewing Company	http://outliersbrewing.com/	Indianapolis		534 E. North Street	42	Indianapolis
6	KICK	http://www.kickuptheheat.com	Chicago	773-236-8886	1943 W. Byron St.	3	Chicago
6	First Unitarian Universalist Church	http://www.uusat.org/	San Antonio	(210) 344-4695	7150 Interstate 10 Frontage Rd	2	San Antonio
6	Lumiere Place		St Louis		999 N. 2nd St.	36	St. Louis
6	Black Flamingo		Brooklyn	(718) 387-3337	168 Borinquen Place	10	NYC
6	Gladstone Hotel	http://www.gladstonehotel.com/	Toronto		1214 Queen Street West	29	Toronto
6	Les Zygomates	http://winebar129.com/	Boston	(617) 542-5108	129 South Street	25	Boston
6	Hamburger Mary's 	http://hamburgermarys.com/weho/	West Hollywood	(323) 654-3800	8288 Santa Monica Blvd.	30	Los Angeles
6	Deep Sushi	http://www.deepsushi.com/	Dallas	(214) 651-1177	2624 Elm St	11	Dallas / Ft. Worth
6	Elgin & Winter Garden Theatre	http://www.heritagetrust.on.ca/ewg	Toronto		189 Yonge St.	29	Toronto
6	Hamon Hall	http://www.attpac.org/your-visit/venues/hamon-hall/	Dallas	(214) 880-0202	2403 Flora St	11	Dallas / Ft. Worth
6	Opti Park	http://www.visitindy.com/indianapolis-opti-park	Indianapolis	317-842-5403	780 West 66th Street	42	Indianapolis
6	Teatro NH	http://www.nh-hotels.com/	Ciudad de México	55 5207 2244	 Calle Liverpool 155, Juárez	44	la Ciudad de México
6	Colony Kits	http://colonykits.com/	Vancouver	(604) 559-6720	3255 West Broadway	32	Vancouver
6	Hycroft Mansion		Vancouver	(604) 731-4661	1489 McRae Avenue	32	Vancouver
6	Pat Connolly Tavern	http://www.patconnollytavern.com/	St. Louis	(314) 647-7287	6400 Oakland Ave	36	St. Louis
6	Providence Park					19	Portland
6	Opal Divine's Davenport	http://www.opaldivines.com/davenport/	Austin	512-369-3709	3801 Capital of Texas Hwy N.	1	Austin
6	Foro Masaryk & O2 Yoga					44	la Ciudad de México
6	Caprice	http://capricenightclub.com/	Vancouver	604.685.3288	967 Granville St	32	Vancouver
6	Churchill Downs	http://churchilldowns.com	Louisville	502.636.4400	700 Central Avenue	47	Louisville
6	Drifter's BBQ		Nashville		1008 Woodland St	24	Nashville
6	Best Place at the Historic Pabst Brewery	http://www.bestplacemilwaukee.com/	Milwaukee	(414) 630-1609 	901 West Juneau Avenue 	6	Milwaukee
6	Manny & Merle	http://mannyandmerle.com	Louisville	502.290.8888	122 W Main Street	47	Louisville
6	Laurie Auditorium					2	San Antonio
6	Wild Beaver Saloon - Downtown	http://www.wildbeaversaloon.com/indianapolis/	Indianapolis	317-423-3080	20 E. Maryland St.	42	Indianapolis
6	Belmont Tavern		Milwaukee	414-988-6161	784 N. Jefferson St.	6	Milwaukee
6	John E. Worthen Arena	http://www.bsu.edu/directory/buildings/default.asp?buildingcode=WR	Muncie	765-285-8708	Bethel Avenue & McKinnley Avenue	42	Indianapolis
6	Riverwest Public House	http://www.riverwestpublichouse.org	Milwaukee	414-562-9472	815 E. Locust St. 	6	Milwaukee
6	DawgHouse Saloon		Nashville	(615) 864-7393	1522 Demonbreun St	24	Nashville
6	The League Kitchen & Tavern (Avery Ranch)	http://facebook.restaurantdomain.com/the-league	Lakeway	(512) 263-3279	1310 Ranch Rd 620 S	1	Austin
6	Casa Actum	http://www.casaactum.com/html/inicio.html	Ciudad de México		Héroes del 47 no.49, Coyoacán	44	la Ciudad de México
6	Metropolitan Bar	http://www.metropolitanbarny.com/home.html	Brooklyn	(718) 599-4444	559 Lorimer St. 	10	NYC
6	The Waypost	http://www.thewaypost.com/	Portland	(503) 367-3182	3120 N Williams Ave	19	Portland
6	Cheers	http://www.yelp.com/biz/cheers-shot-bar-austin	Austin	(512) 499-0093	416 E. 6th St	1	Austin
6	Cedar Creek					36	St. Louis
6	Malaga Tapas & Bar	http://www.malagaaustin.com/	Austin	(512) 236-8020	440 W 2nd Street	1	Austin
6	Taps & Dolls	http://www.tapsanddolls.com/	Indianapolis	317-638-8277	247 S Meridian St	42	Indianapolis
6	The League Kitchen & Tavern (Lakeway)	http://www.leaguelakeway.com/	Austin	(512) 263-3279	1310 RR 620 South	1	Austin
6	Brasserie Provence	http://brasserieprovence.com/	Louisville		150 North Hurstbourne Parkway 	47	Louisville
6	The Living Room Lounge		Indianapolis	317-635-0361	934 N. Pennsylvania	42	Indianapolis
6	RAIN on 4th	http://www.rainon4th.com/	Austin	512.494.1150 	217 West 4th Street	1	Austin
6	Whisler's	http://www.yelp.com/biz/whislers-austin-2	Austin	512-480-0781	1816 E 6th St	1	Austin
6	3Ten					1	Austin
6	The Irish Pub	http://www.theirishpub.us/	Milwaukee	(414) 225-9400 	124 North Water Street 	6	Milwaukee
6	McInnish Park					11	Dallas / Ft. Worth
6	Herbst Theatre	http://sfwmpac.org/herbst/ht_index.html	San Francisco	(415) 392-4400	401 Van Ness Ave	18	The Bay Area
6	Sofo Tap	http://www.thesofotap.com/	Chicago	773.784. SOFO	4923 N. Clark St. 	3	Chicago
6	Teatro Milán / Foro Lucerna	http://www.teatromilan.com/	Ciudad de México	01 55 5535 4178	Lucerna 64, Col. Juárez	44	la Ciudad de México
6	Scotty's Brewhouse - Downtown	http://www.scottysbrewhouse.com/locations/indianapolis-downtown/	Indianapolis	317-571-0808	1 Virginia Avenue	42	Indianapolis
6	Rio Rita	http://www.riorita.net/	Austin	(512) 524-0384	1308 E. 6th St	1	Austin
6	Nellcote	http://www.nellcoterestaurant.com/	Chicago	312.432.0500	833 W. Randolph St.	3	Chicago
6	Maiko Sushi Lounge	http://www.maikoaustin.com	Austin	(512) 236-9888	311 West 6th St	1	Austin
6	Broken Spoke	http://www.brokenspokeaustintx.com	Austin	(512) 442-6189	3201 S. Lamar	1	Austin
6	El Sol y La Luna 	http://www.elsolylalunaaustin.com/	Austin	512.444.7770	600 East 6th Street	1	Austin
6	LA Sports Arena		Los Angeles		3939 S. Figueroa Street	30	Los Angeles
6	Boulevard Kitchen & Oyster Bar	http://boulevardvancouver.ca/	Vancouver	(604) 642-2900	845 Burrard Street	32	Vancouver
6	Grapes & Soda	http://www.grapesandsoda.ca/	Vancouver	(604) 336-2456	1541 W 6th Avenue	32	Vancouver
6	Heirloom Vegetarian	http://heirloomrestaurant.ca/	Vancouver	(604) 733-2231	1509 West 12th Avenue	32	Vancouver
